ageGroup,artifactUrl,attributions,author,concepts,contentType,createdBy,description,downloadUrl,gradeLevel,identifier,keywords,language,name,objectType,status,subject,variants,content_type
,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/content/do_31248638672149708823866/artifact/1528538096577_do_31248638672149708823866.zip,,,,Resource,ae6e0bdb-f814-4b1e-853c-d41fe5c0acc0,lession 18 topic 18.2,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31248638672149708823866/aacaary-crk_1528538096938_do_31248638672149708823866_1.0.ecar,[Class 10],do_31248638672149708823866,"[K7RK7Z, KKZ113, Story]",[Hindi],आचार्य चरक,Content,Live,Chemistry,"{u'spine': {u'size': 6182.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31248638672149708823866/aacaary-crk_1528538097258_do_31248638672149708823866_1.0_spine.ecar'}}",ecml
,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/assets/do_3123526749837967362111/copy-of-understanding-cyberbullying.pptx-2.pdf,[TISS],,[BED20000],Resource,2defd89a-5ed9-4ced-8efd-9fabeebe0f03,Activity 2: Understanding Cyber bullying,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_3123526749837967362111/activity-2-understanding-cyberbullying_1530899944934_do_3123526749837967362111_3.0.ecar,[Other],do_3123526749837967362111,[Course],[English],Activity 2: Understanding Cyberbullying,Content,Live,Other,"{u'spine': {u'size': 685417.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_3123526749837967362111/activity-2-understanding-cyberbullying_1530899945231_do_3123526749837967362111_3.0_spine.ecar'}}",pdf
,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/assets/do_3123526885354373122116/activity-3-share-your-thoughts-on-telegram-1.pdf,[TISS],,[BED20000],Resource,2defd89a-5ed9-4ced-8efd-9fabeebe0f03,Activity 3 Share your thoughts on Telegram,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_3123526885354373122116/activity-3-share-your-thoughts-on-telegram_1530899948762_do_3123526885354373122116_2.0.ecar,[Other],do_3123526885354373122116,[Course],[English],Activity 3 Share your thoughts on Telegram,Content,Live,Other,"{u'spine': {u'size': 685410.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_3123526885354373122116/activity-3-share-your-thoughts-on-telegram_1530899948970_do_3123526885354373122116_2.0_spine.ecar'}}",pdf
,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/assets/do_3123526795532288001132/activity-4.pdf,[TISS],,[BED20000],Resource,2defd89a-5ed9-4ced-8efd-9fabeebe0f03,Activity 4: Skit on Cyberbullying,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_3123526795532288001132/activity-4-skit-on-cyberbullying_1530899945806_do_3123526795532288001132_2.0.ecar,[Other],do_3123526795532288001132,[Course],[English],Activity 4: Skit on Cyberbullying,Content,Live,Other,"{u'spine': {u'size': 685392.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_3123526795532288001132/activity-4-skit-on-cyberbullying_1530899945976_do_3123526795532288001132_2.0_spine.ecar'}}",pdf
,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/assets/do_31236956894649548824479/chapter-3_page-34_-amoebiasis.pdf,,,[SC9],Resource,e212acec-4c56-4dba-a807-b7d9d42e9bbb,Story of Microorganisms,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31236956894649548824479/amoebiasis_1530901589882_do_31236956894649548824479_3.0.ecar,[Class 8],do_31236956894649548824479,"[Microorganisms, Cell, APSCERT, APSCERT, Learning / Study material]",[English],Amoebiasis,Content,Live,Biology,"{u'spine': {u'size': 618917.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31236956894649548824479/amoebiasis_1530901590093_do_31236956894649548824479_3.0_spine.ecar'}}",pdf
,https://www.youtube.com/watch?v=2ufQFp9Q_oE,,,,Resource,d95eaaf7-9503-48ea-8625-60443d6ccea5,story,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31249491764056064015646/chap-14_marigold_english_gullivers-travells_1525849115522_do_31249491764056064015646_1.0.ecar,[Class 5],do_31249491764056064015646,"[travels, Story]",[English],chap 14_marigold_english_Gullivers Travells,Content,Live,English,"{u'spine': {u'size': 92577.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31249491764056064015646/chap-14_marigold_english_gullivers-travells_1525849115654_do_31249491764056064015646_1.0_spine.ecar'}}",youtube
,https://www.youtube.com/watch?v=_CEL_pxqnhg,,,,Resource,d95eaaf7-9503-48ea-8625-60443d6ccea5,poem,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31249491798454272015649/chap-15_marigold_english_nobodys-friend_1525849280405_do_31249491798454272015649_2.0.ecar,[Class 5],do_31249491798454272015649,"[sweets, nobody's friend, Learning / Study material]",[English],chap 15_marigold_english_nobody's friend,Content,Live,English,"{u'spine': {u'size': 92651.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31249491798454272015649/chap-15_marigold_english_nobodys-friend_1525849280515_do_31249491798454272015649_2.0_spine.ecar'}}",youtube
,https://www.youtube.com/watch?v=jyA0ir8TzSo,,,,Resource,d95eaaf7-9503-48ea-8625-60443d6ccea5,story,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31249491481518080025654/chap-6_marigold_english_robinson-crusoe_1525848649887_do_31249491481518080025654_1.0.ecar,[Class 5],do_31249491481518080025654,"[foot, Story]",[English],chap 6_marigold_english_Robinson Crusoe,Content,Live,English,"{u'spine': {u'size': 92570.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31249491481518080025654/chap-6_marigold_english_robinson-crusoe_1525848650006_do_31249491481518080025654_1.0_spine.ecar'}}",youtube
,https://www.youtube.com/watch?v=9telB9KFp9g,,,[LO46],Resource,f79637f0-2c24-42ca-84b8-fc0d8190a392,Gadya,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31248638895175270413819/chapter-10-manjari-hindi-6_1531307550272_do_31248638895175270413819_1.0.ecar,[Class 6],do_31248638895175270413819,"[Gadya, Story]",[Hindi],Chapter 10 MANJARI HINDI-6,Content,Live,Hindi,"{u'spine': {u'size': 28130.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31248638895175270413819/chapter-10-manjari-hindi-6_1531307550361_do_31248638895175270413819_1.0_spine.ecar'}}",youtube
,https://www.youtube.com/watch?v=R8P0JhnyleQ&feature=youtu.be,,,,Resource,99a56f82-7e17-4482-ab83-eac21856176b,"STRUCTURE OF ATOM, ATOMIC STRUCTURE MODELS,",https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_3125018700008816641842/chapter-3_aao-samjhein-vigyan_science_8_1526112900952_do_3125018700008816641842_2.0.ecar,[Class 8],do_3125018700008816641842,"[STRUCTURE OF ATOM, ATOMIC STRUCTURE MODELS,, Learn]",[English],Chapter 3_Aao samjhein vigyan_Science_8,Content,Live,Chemistry,"{u'spine': {u'size': 92657.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_3125018700008816641842/chapter-3_aao-samjhein-vigyan_science_8_1526112901069_do_3125018700008816641842_2.0_spine.ecar'}}",youtube
,https://www.youtube.com/watch?v=N-pnyotq7KE&feature=youtu.be,,,,Resource,99a56f82-7e17-4482-ab83-eac21856176b,"Minerals and Metal, Properties Of  Metals and Non Metals ,",https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_3125018838938501122848/chapter-4_aao-samjhein-vigyan_science_8_1526109603909_do_3125018838938501122848_1.0.ecar,[Class 8],do_3125018838938501122848,"[metal, Non metals, Physical Properties, mellability, Ductility, conductivity, brittleness, Learn]",[English],Chapter 4_Aao samjhein vigyan_Science_8,Content,Live,Chemistry,"{u'spine': {u'size': 92629.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_3125018838938501122848/chapter-4_aao-samjhein-vigyan_science_8_1526109604061_do_3125018838938501122848_1.0_spine.ecar'}}",youtube
,https://www.youtube.com/watch?v=zBrQuSc69FM&feature=youtu.be,,,,Resource,9bb1bff9-0ecd-462d-9edc-834417d7fb1a,"AAYTAN , VOLUME",https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31249491023798272015624/chapter-11_aao-samjhe-vigyan_science_1531299117798_do_31249491023798272015624_1.0.ecar,[Class 6],do_31249491023798272015624,"[AAYTAN, VOLUME, Story]",[English],CHAPTER-11_AAO SAMJHE VIGYAN_SCIENCE,Content,Live,Physics,"{u'spine': {u'size': 73821.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31249491023798272015624/chapter-11_aao-samjhe-vigyan_science_1531299117908_do_31249491023798272015624_1.0_spine.ecar'}}",youtube
